school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A70161580022005,Lansing SD 158,Oak Glen Elem School,567,92.77%,90-97.9%,92.59%,90-97.9%
A70161580022006,Lansing SD 158,Reavis Elem School,453,98.68%,98-99.9%,98.68%,98-99.9%
A70161580023001,Lansing SD 158,Lester Crawl Primary Ctr,91,98.90%,98-99.9%,97.80%,90-97.9%
A70161590021001,ESD 159,Colin Powell Middle Sch,657,99.54%,98-99.9%,96.96%,90-97.9%
A70161590022002,ESD 159,Sieden Prairie Elementary School,251,100.00%,100%,98.80%,98-99.9%
A70161590022004,ESD 159,Neil Armstrong Elem School,320,95.94%,90-97.9%,97.50%,90-97.9%
A70161590022005,ESD 159,Woodgate Elem School,362,98.34%,98-99.9%,98.07%,98-99.9%
A70161590022006,ESD 159,Marya Yates Elementary School,349,72.49%,<90%,85.67%,<90%
A70161600021001,Country Club Hills SD 160,Southwood Middle School,498,99.00%,98-99.9%,99.60%,98-99.9%
A70161600022003,Country Club Hills SD 160,Zenon J Sykuta  School,368,98.91%,98-99.9%,99.18%,98-99.9%
A70161600022004,Country Club Hills SD 160,Meadowview  School,381,93.70%,90-97.9%,96.59%,90-97.9%
A70161610021003,Flossmoor SD 161,Parker Junior High School,933,97.11%,90-97.9%,97.53%,90-97.9%
A70161610022001,Flossmoor SD 161,Flossmoor Hills Elem School,329,98.48%,98-99.9%,96.96%,90-97.9%
A70161610022002,Flossmoor SD 161,Heather Hill Elem School,254,99.61%,98-99.9%,97.24%,90-97.9%
A70161610022006,Flossmoor SD 161,Serena Hills Elem School,355,98.31%,98-99.9%,97.46%,90-97.9%
A70161610022007,Flossmoor SD 161,Western Avenue Elem School,482,100.00%,100%,97.93%,90-97.9%
A70161620021004,Matteson ESD 162,O W Huth Middle School,546,98.35%,98-99.9%,99.08%,98-99.9%
A70161620022001,Matteson ESD 162,Arcadia Elem School,454,96.92%,90-97.9%,95.15%,90-97.9%
A70161620022003,Matteson ESD 162,Indiana Elem School,376,94.41%,90-97.9%,98.14%,98-99.9%
A70161620022005,Matteson ESD 162,Matteson Elem School,458,97.60%,90-97.9%,94.10%,90-97.9%
A70161620022008,Matteson ESD 162,Sauk Elem School,348,97.13%,90-97.9%,99.43%,98-99.9%
A70161620022009,Matteson ESD 162,Illinois School,351,99.15%,98-99.9%,97.72%,90-97.9%
A70161620022010,Matteson ESD 162,Richton Square School,160,94.38%,90-97.9%,95.00%,90-97.9%
A70161630021010,Park Forest SD 163,Michelle Obama Sch of Technology,607,100.00%,100%,99.51%,98-99.9%
A70161630022002,Park Forest SD 163,Barack Obama Sch of Ldership,368,100.00%,100%,100.00%,100%
A70161630022003,Park Forest SD 163,Blackhawk Primary Center,220,100.00%,100%,99.09%,98-99.9%
A70161630022007,Park Forest SD 163,Mohawk Primary Center,278,100.00%,100%,98.56%,98-99.9%
A70161630022008,Park Forest SD 163,21st Century Primary Center,202,99.01%,98-99.9%,95.54%,90-97.9%
A70161630023001,Park Forest SD 163,Algonquin Primary Center,166,98.80%,98-99.9%,98.80%,98-99.9%
A07016163X060000,Region 07 South Cook ISC 4,St John Lutheran,106,100.00%,100%,100.00%,100%
A07016164X060000,Region 07 South Cook ISC 4,Trinity Ev Lutheran,250,100.00%,100%,100.00%,100%
A70161670021002,Brookwood SD 167,Brookwood Jr High School,257,97.67%,90-97.9%,97.67%,90-97.9%
A70161670022001,Brookwood SD 167,Brookwood Middle School,265,96.60%,90-97.9%,94.34%,90-97.9%
A70161670022003,Brookwood SD 167,Longwood Elem School,370,88.38%,<90%,93.51%,90-97.9%
A70161670022004,Brookwood SD 167,Hickory Bend Elem School,265,85.28%,<90%,89.06%,<90%
A70161680041003,CCSD 168,Rickover Jr High School,442,97.51%,90-97.9%,99.32%,98-99.9%
A70161680042001,CCSD 168,Strassburg Elem,430,96.28%,90-97.9%,96.51%,90-97.9%
A70161680042002,CCSD 168,Wagoner Elem,536,100.00%,100%,98.13%,98-99.9%
A70161690021001,Ford Heights SD 169,Cottage Grove Upper Grade Center,172,99.42%,98-99.9%,100.00%,100%
A70161690022002,Ford Heights SD 169,Medgar Evers Primary Acadmc Cntr,270,99.26%,98-99.9%,97.78%,90-97.9%
A70161700022001,Chicago Heights SD 170,Washington-McKinley Elem Sch,625,98.88%,98-99.9%,98.72%,98-99.9%
A70161700022002,Chicago Heights SD 170,Roosevelt Elem School,514,100.00%,100%,95.33%,90-97.9%
A70161700022005,Chicago Heights SD 170,Wilson Elem School,281,100.00%,100%,95.73%,90-97.9%
A70161700022007,Chicago Heights SD 170,Garfield Elem School,322,98.76%,98-99.9%,98.45%,98-99.9%
A70161700022008,Chicago Heights SD 170,U S Grant Elem School,289,98.62%,98-99.9%,99.65%,98-99.9%
A70161700022009,Chicago Heights SD 170,Greenbriar Elem School,273,100.00%,100%,97.80%,90-97.9%
A70161700022011,Chicago Heights SD 170,Jefferson Elem School,287,99.30%,98-99.9%,99.30%,98-99.9%
A70161700022012,Chicago Heights SD 170,Kennedy Elem School,250,100.00%,100%,94.80%,90-97.9%
A70161700022013,Chicago Heights SD 170,Lincoln Elem School,111,100.00%,100%,99.10%,98-99.9%
A70161700023001,Chicago Heights SD 170,Highland School,209,99.52%,98-99.9%,96.17%,90-97.9%
A70161710021001,Sunnybrook SD 171,Heritage Middle School,516,96.12%,90-97.9%,97.48%,90-97.9%
A70161710022001,Sunnybrook SD 171,Nathan Hale Elem School,516,96.32%,90-97.9%,95.54%,90-97.9%
A70161720022001,Sandridge SD 172,Sandridge Elem School,360,96.39%,90-97.9%,96.67%,90-97.9%
A07016173X060000,Region 07 South Cook ISC 4,Gloria Dei Lutheran,45,100.00%,100%,100.00%,100%
A70161940021001,Steger SD 194,Columbia Central School,645,95.50%,90-97.9%,96.28%,90-97.9%
A70161940022002,Steger SD 194,Steger Intermediate Center,481,94.18%,90-97.9%,94.18%,90-97.9%
A70161940022005,Steger SD 194,Steger Primary Center,351,100.00%,100%,94.59%,90-97.9%
A70162050170001,Thornton Twp HSD 205,Thornton Township High School,1891,83.55%,<90%,96.72%,90-97.9%
A70162050170002,Thornton Twp HSD 205,Thornridge High School,1128,71.19%,<90%,82.80%,<90%
A70162050170003,Thornton Twp HSD 205,Thornwood High School,1817,92.52%,90-97.9%,96.48%,90-97.9%
A70162060170001,Bloom Twp HSD 206,Bloom High School,1676,96.36%,90-97.9%,100.00%,100%
A70162060170002,Bloom Twp HSD 206,Bloom Trail High School,1249,89.43%,<90%,100.00%,100%
A70162060173001,Bloom Twp HSD 206,Dist 206 Alternative High School,63,88.89%,<90%,100.00%,100%
A07016209X030000,Region 07 South Cook ISC 4,Southwest Chicago Christian Sch,219,99.54%,98-99.9%,95.89%,90-97.9%
A70162100170001,Lemont Twp HSD 210,Lemont Twp High School,1412,100.00%,100%,98.65%,98-99.9%
A07016214X030000,Region 07 South Cook ISC 4,Calvin Christian School,235,92.34%,90-97.9%,90.21%,90-97.9%
A70162150170001,Thornton Fractional Twp HSD 215,Thornton Fractnl No High School,1399,97.07%,90-97.9%,99.43%,98-99.9%
A70162150170002,Thornton Fractional Twp HSD 215,Thornton Fractnl So High School,1946,95.53%,90-97.9%,98.61%,98-99.9%
A07016216X030000,Region 07 South Cook ISC 4,Lansing Christian School,230,88.26%,<90%,92.17%,90-97.9%
A70162170160001,Argo CHSD 217,Argo Community High School,1969,98.37%,98-99.9%,99.54%,98-99.9%
A70162180160001,CHSD 218,DD Eisenhower High Sch (Campus),1827,95.79%,90-97.9%,99.45%,98-99.9%
A70162180160004,CHSD 218,H L Richards High Sch(Campus),1637,98.11%,98-99.9%,99.51%,98-99.9%
A70162180160007,CHSD 218,A B Shepard High Sch (Campus),1760,95.85%,90-97.9%,98.75%,98-99.9%
A70162180163001,CHSD 218,Delta Learning Center,150,95.33%,90-97.9%,98.67%,98-99.9%
A70162200170001,Reavis Twp HSD 220,Reavis High School,1775,98.76%,98-99.9%,99.66%,98-99.9%
A70162270170001,Rich Twp HSD 227,Rich East Campus High School,946,95.14%,90-97.9%,99.26%,98-99.9%
A70162270170002,Rich Twp HSD 227,Rich Central Campus High School,1071,55.56%,<90%,79.08%,<90%
A70162270170003,Rich Twp HSD 227,Rich South Campus High School,1001,81.02%,<90%,99.40%,98-99.9%
A70162280160002,Bremen CHSD 228,Tinley Park High School,1110,97.21%,90-97.9%,98.47%,98-99.9%
A70162280160003,Bremen CHSD 228,Hillcrest High School,1264,93.43%,90-97.9%,97.71%,90-97.9%
A70162280160004,Bremen CHSD 228,Oak Forest High School,1326,99.70%,98-99.9%,99.62%,98-99.9%
A70162290160001,Oak Lawn CHSD 229,Oak Lawn Comm High School,1779,98.37%,98-99.9%,98.09%,98-99.9%
A70162300130001,Cons HSD 230,Carl Sandburg High School,2895,99.72%,98-99.9%,99.41%,98-99.9%
A70162300130002,Cons HSD 230,Amos Alonzo Stagg High School,2330,99.74%,98-99.9%,98.93%,98-99.9%
A70162300130003,Cons HSD 230,Victor J Andrew High School,2199,99.91%,98-99.9%,99.09%,98-99.9%
A70162310160001,Evergreen Park CHSD 231,Evergreen Park High School,802,100.00%,100%,99.75%,98-99.9%
A70162330160001,Homewood Flossmoor CHSD 233,Homewood-Flossmoor High School,2786,99.07%,98-99.9%,99.10%,98-99.9%
A07016243X260000,Region 07 South Cook ISC 4,Calvary Academy,284,96.83%,90-97.9%,98.94%,98-99.9%
A07016268X100000,Region 07 South Cook ISC 4,Our Lady of the Ridge,105,100.00%,100%,98.10%,98-99.9%
A07016286X100000,Region 07 South Cook ISC 4,St Benedict,155,100.00%,100%,100.00%,100%
A07016290X100000,Region 07 South Cook ISC 4,St George School,190,100.00%,100%,98.42%,98-99.9%
A07016291X100000,Region 07 South Cook ISC 4,St Joseph,184,95.65%,90-97.9%,96.74%,90-97.9%
A07016293P003101,Sandbox Learning Center,Sandbox Learning Center,37,100.00%,100%,100.00%,100%
A07016337X250000,Region 07 South Cook ISC 4,Christian Hills Church School,161,79.50%,<90%,82.61%,<90%
A07016428X160000,Region 07 South Cook ISC 4,Hello Montessori Presch & Kinder,12,100.00%,100%,100.00%,100%
A07016455X100000,Region 07 South Cook ISC 4,Christ Our Savior Catholic School,155,90.32%,90-97.9%,94.84%,90-97.9%
A07016466X100000,Region 07 South Cook ISC 4,St Jane De Chantal School,245,100.00%,100%,100.00%,100%
A07016475X100000,Region 07 South Cook ISC 4,St Damian School,378,99.47%,98-99.9%,99.47%,98-99.9%
A07016476X100000,Region 07 South Cook ISC 4,St Albert the Great School,186,98.92%,98-99.9%,97.31%,90-97.9%
A07016477X100000,Region 07 South Cook ISC 4,St Catherine of Alexandria,461,96.10%,90-97.9%,95.44%,90-97.9%
A07016478X100000,Region 07 South Cook ISC 4,St Germaine School,229,98.69%,98-99.9%,99.56%,98-99.9%
A07016480X100000,Region 07 South Cook ISC 4,St Linus School,375,100.00%,100%,99.73%,98-99.9%
A07016486X100000,Region 07 South Cook ISC 4,St Michael School,600,100.00%,100%,98.17%,98-99.9%
A07016488X100000,Region 07 South Cook ISC 4,St Ann School,156,100.00%,100%,100.00%,100%
A07016490X100000,Region 07 South Cook ISC 4,SS Cyril & Methodius School,278,100.00%,100%,96.76%,90-97.9%
A07016491X100000,Region 07 South Cook ISC 4,St Alphonsus - St Patrick,143,100.00%,100%,97.20%,90-97.9%
A07016509X100000,Region 07 South Cook ISC 4,Infant Jesus of Prague,330,100.00%,100%,100.00%,100%
A07016519X100000,Region 07 South Cook ISC 4,St Patricia School,181,100.00%,100%,97.24%,90-97.9%
A07016520X140000,Region 07 South Cook ISC 4,Cornerstone Christian School,97,96.91%,90-97.9%,96.91%,90-97.9%
A07016541X100000,Region 07 South Cook ISC 4,St Symphorosa School,202,100.00%,100%,100.00%,100%
A07016551X100000,Region 07 South Cook ISC 4,St Alexander School,217,100.00%,100%,95.85%,90-97.9%
A07016552X100000,Region 07 South Cook ISC 4,Incarnation School,142,100.00%,100%,98.59%,98-99.9%
A07016560X100000,Region 07 South Cook ISC 4,Most Holy Redeemer School,358,100.00%,100%,99.16%,98-99.9%
A07016577X100000,Region 07 South Cook ISC 4,Cardinal J Bernardin Catholic Sch,600,100.00%,100%,98.67%,98-99.9%
A07016582X100000,Region 07 South Cook ISC 4,Our Lady of the Snows School,196,100.00%,100%,100.00%,100%
A07016589Z270000,Region 07 South Cook ISC 4,Homewood Community Academy,47,100.00%,100%,100.00%,100%
A07016629Z200000,Region 07 South Cook ISC 4,Southside Baptist School,78,91.03%,90-97.9%,89.74%,<90%
A07016641X100000,Region 07 South Cook ISC 4,St Agnes School,202,100.00%,100%,90.59%,90-97.9%
A07016654X100000,Region 07 South Cook ISC 4,St Gerald School,395,91.90%,90-97.9%,96.20%,90-97.9%
A07016683X170000,Region 07 South Cook ISC 4,Koraes Elementary School,156,100.00%,100%,89.10%,<90%
A07016729Z230000,Region 07 South Cook ISC 4,Aqsa School,236,100.00%,100%,100.00%,100%
A07016732X030000,Region 07 South Cook ISC 4,Southwest Christian School,304,100.00%,100%,96.71%,90-97.9%
A07016739X100000,Region 07 South Cook ISC 4,St Christopher School,206,99.51%,98-99.9%,99.03%,98-99.9%
A07016751Z020000,Region 07 South Cook ISC 4,New Covenant Christian Academy,17,94.12%,90-97.9%,94.12%,90-97.9%
A07016768P003101,Tiny Town of Lansing Nursery Sch,Tiny Town Lansing Nursery Sch Inc,49,93.88%,90-97.9%,89.80%,<90%
A07016790X160000,Region 07 South Cook ISC 4,Montessori Elem School Southwest,115,100.00%,100%,86.09%,<90%
A07016814X260000,Region 07 South Cook ISC 4,New Life C C Academy,39,79.49%,<90%,79.49%,<90%
A07016829X140000,Region 07 South Cook ISC 4,Landmark Christian Academy,47,100.00%,100%,89.36%,<90%
A07016833Z230000,Region 07 South Cook ISC 4,Universal School,655,98.63%,98-99.9%,98.02%,98-99.9%
A07016840X160000,Region 07 South Cook ISC 4,Oak Lawn Montessori School,23,100.00%,100%,91.30%,90-97.9%
A07016880S030000,Region 07 South Cook ISC 4,Elim Christian School,9,100.00%,100%,100.00%,100%
A07016889X160000,Region 07 South Cook ISC 4,Southwest Suburban Montessori Sch,92,100.00%,100%,95.65%,90-97.9%
A07016901025001C,Southland College Prep Charter High School,Southland College Prep Chtr HS,530,96.98%,90-97.9%,98.68%,98-99.9%
A07016983X100000,Region 07 South Cook ISC 4,Everest Academyof  Lemont,252,100.00%,100%,92.46%,90-97.9%
A80000000003101,Carroll/Jo Daviess/Stephenson ROE,Amity Learning Center,29,100.00%,100%,100.00%,100%
A80083140260001,West Carroll CUSD 314,West Carroll High School,340,99.41%,98-99.9%,98.82%,98-99.9%
A80083140261001,West Carroll CUSD 314,West Carroll Middle School,313,99.68%,98-99.9%,99.36%,98-99.9%
A80083140262002,West Carroll CUSD 314,West Carroll Primary,457,100.00%,100%,94.97%,90-97.9%
A80083990260002,Chadwick-Milledgeville CUSD 399,Milledgeville High School,163,100.00%,100%,97.55%,90-97.9%
A80083990261001,Chadwick-Milledgeville CUSD 399,Chadwick Junior High School,94,98.94%,98-99.9%,96.81%,90-97.9%
A80083990262001,Chadwick-Milledgeville CUSD 399,Chadwick Elem School,59,100.00%,100%,96.61%,90-97.9%
A80083990262002,Chadwick-Milledgeville CUSD 399,Milledgeville Elem School,154,99.35%,98-99.9%,95.45%,90-97.9%
A08043001X100000,Carroll/Jo Daviess/Stephenson ROE,St Marys School,53,100.00%,100%,100.00%,100%
A08043008Z260000,Carroll/Jo Daviess/Stephenson ROE,Tri-State Christian School,88,93.18%,90-97.9%,81.82%,<90%
A80431190220003,East Dubuque USD 119,East Dubuque High School,218,100.00%,100%,100.00%,100%
A80431190221001,East Dubuque USD 119,East Dubuque Jr High,111,100.00%,100%,98.20%,98-99.9%
A80431190222002,East Dubuque USD 119,East Dubuque Elem School,350,100.00%,100%,98.29%,98-99.9%
A80431200220002,Galena USD 120,Galena High School,245,100.00%,100%,100.00%,100%
A80431200221001,Galena USD 120,Galena Middle School,248,100.00%,100%,99.60%,98-99.9%
A80431200222002,Galena USD 120,Galena Primary School,339,100.00%,100%,98.82%,98-99.9%
A80432050260001,Warren CUSD 205,Warren Jr/Sr High School,197,84.26%,<90%,97.97%,90-97.9%
A80432050262002,Warren CUSD 205,Warren Elementary School,204,93.14%,90-97.9%,93.14%,90-97.9%
A80432060260003,Stockton CUSD 206,Stockton Sr High School,183,95.08%,90-97.9%,93.99%,90-97.9%
A80432060261001,Stockton CUSD 206,Stockton Middle School,167,94.61%,90-97.9%,92.81%,90-97.9%
A80432060262002,Stockton CUSD 206,Stockton Elem School,265,97.74%,90-97.9%,92.08%,90-97.9%
A80432100260002,River Ridge CUSD 210,River Ridge High School,144,75.00%,<90%,97.22%,90-97.9%
A80432100261001,River Ridge CUSD 210,River Ridge Middle School,128,71.88%,<90%,95.31%,90-97.9%
A80432100262003,River Ridge CUSD 210,River Ridge Elementary School,241,80.50%,<90%,92.12%,90-97.9%
A80432110260002,Scales Mound CUSD 211,Scales Mound High School,63,98.41%,98-99.9%,100.00%,100%
A80432110261001,Scales Mound CUSD 211,Scales Mound Jr High School,60,98.33%,98-99.9%,95.00%,90-97.9%
A80432110262001,Scales Mound CUSD 211,Scales Mound Elem School,130,98.46%,98-99.9%,94.62%,90-97.9%
A08089001Z100000,Carroll/Jo Daviess/Stephenson ROE,Aquin Catholic Jr-Sr High School,149,100.00%,100%,93.29%,90-97.9%
A08089002X060000,Carroll/Jo Daviess/Stephenson ROE,Immanuel Lutheran School,124,100.00%,100%,99.19%,98-99.9%
A08089004X100000,Carroll/Jo Daviess/Stephenson ROE,Aquin Elementary Campus,98,100.00%,100%,93.88%,90-97.9%
A08089010X260000,Carroll/Jo Daviess/Stephenson ROE,Tri-County Christian School,134,100.00%,100%,98.51%,98-99.9%
A80891450220001,Freeport SD 145,Freeport High School,1244,97.67%,90-97.9%,98.87%,98-99.9%
A80891450221002,Freeport SD 145,Freeport Middle School,690,94.06%,90-97.9%,92.90%,90-97.9%
A80891450222003,Freeport SD 145,Blackhawk Elem School,353,96.03%,90-97.9%,87.82%,<90%
A80891450222004,Freeport SD 145,Center Elem School,280,98.57%,98-99.9%,98.93%,98-99.9%
A80891450222005,Freeport SD 145,Lincoln-Douglas Elementary School,220,98.18%,98-99.9%,99.09%,98-99.9%
A80891450222006,Freeport SD 145,Empire Elem School,255,98.43%,98-99.9%,96.86%,90-97.9%
A80891450222012,Freeport SD 145,Taylor Park Elem School,209,95.22%,90-97.9%,98.09%,98-99.9%
A80891450222015,Freeport SD 145,Carl Sandburg Middle Sch,486,97.12%,90-97.9%,99.18%,98-99.9%
A80891450222017,Freeport SD 145,Jones Farrar Magnet School,299,100.00%,100%,99.33%,98-99.9%
A80892000260001,Pearl City CUSD 200,Pearl City High School,138,100.00%,100%,99.28%,98-99.9%
A80892000261001,Pearl City CUSD 200,Pearl City Jr High School,70,100.00%,100%,100.00%,100%
A80892000262001,Pearl City CUSD 200,Pearl City Elementary School,243,100.00%,100%,97.94%,90-97.9%
A80892010260001,Dakota CUSD 201,Dakota Jr Sr High School,383,99.74%,98-99.9%,98.43%,98-99.9%
A80892010262003,Dakota CUSD 201,Dakota Elementary School,431,100.00%,100%,95.59%,90-97.9%
A80892020260001,Lena Winslow CUSD 202,Lena-Winslow High School,237,100.00%,100%,100.00%,100%
A80892020261002,Lena Winslow CUSD 202,Lena-Winslow Jr High School,179,100.00%,100%,98.88%,98-99.9%
A80892020262003,Lena Winslow CUSD 202,Lena Elem School,419,99.52%,98-99.9%,99.05%,98-99.9%
A80892030260001,Orangeville CUSD 203,Orangeville High School,105,100.00%,100%,98.10%,98-99.9%
A80892030261001,Orangeville CUSD 203,Orangeville Jr High School,79,100.00%,100%,100.00%,100%
A80892030262003,Orangeville CUSD 203,Orangeville Elem School,150,100.00%,100%,98.67%,98-99.9%
A90100010260001,Fisher CUSD 1,Fisher Jr/Sr High School,286,89.16%,<90%,99.30%,98-99.9%
A90100010262002,Fisher CUSD 1,Fisher Grade School,333,96.40%,90-97.9%,97.30%,90-97.9%
A09010001X100000,Champaign/Ford ROE,Holy Cross School,287,89.20%,<90%,93.03%,90-97.9%
A09010002X100000,Champaign/Ford ROE,St Malachy,123,100.00%,100%,99.19%,98-99.9%
A90100030260001,Mahomet-Seymour CUSD 3,Mahomet-Seymour High School,931,95.60%,90-97.9%,99.79%,98-99.9%
A90100030261002,Mahomet-Seymour CUSD 3,Mahomet-Seymour Jr High School,735,98.78%,98-99.9%,98.64%,98-99.9%
A90100030262003,Mahomet-Seymour CUSD 3,Lincoln Trail Elem School,716,100.00%,100%,98.32%,98-99.9%
A90100030262004,Mahomet-Seymour CUSD 3,Sangamon Elem School,451,99.78%,98-99.9%,97.78%,90-97.9%
A90100030262005,Mahomet-Seymour CUSD 3,Middletown Prarie Elementary,285,98.95%,98-99.9%,98.60%,98-99.9%
A90100040260001,Champaign CUSD 4,Centennial High School,1433,95.81%,90-97.9%,99.58%,98-99.9%
A90100040260002,Champaign CUSD 4,Central High School,1346,96.66%,90-97.9%,98.14%,98-99.9%
A90100040261003,Champaign CUSD 4,Edison Middle School,717,97.07%,90-97.9%,97.07%,90-97.9%
A90100040261005,Champaign CUSD 4,Jefferson Middle School,724,97.38%,90-97.9%,99.72%,98-99.9%
A90100040261007,Champaign CUSD 4,Franklin Middle School,650,93.85%,90-97.9%,99.69%,98-99.9%
A90100040262007,Champaign CUSD 4,Bottenfield Elem School,454,99.78%,98-99.9%,99.12%,98-99.9%
A90100040262008,Champaign CUSD 4,Carrie Busey Elem School,459,99.78%,98-99.9%,99.78%,98-99.9%
A90100040262010,Champaign CUSD 4,Dr Howard Elem School,317,97.16%,90-97.9%,95.27%,90-97.9%
A90100040262011,Champaign CUSD 4,Garden Hills Elem School,443,97.29%,90-97.9%,97.52%,90-97.9%
A90100040262013,Champaign CUSD 4,Kenwood Elem School,346,99.42%,98-99.9%,98.55%,98-99.9%
A90100040262017,Champaign CUSD 4,Robeson Elem School,410,100.00%,100%,99.27%,98-99.9%
A90100040262020,Champaign CUSD 4,Washington Elem School,448,97.54%,90-97.9%,97.77%,90-97.9%
A90100040262021,Champaign CUSD 4,Westview Elem School,420,100.00%,100%,99.05%,98-99.9%
A90100040262024,Champaign CUSD 4,South Side Elementary School,301,99.34%,98-99.9%,99.00%,98-99.9%
A90100040262026,Champaign CUSD 4,Stratton Elementary School,479,99.16%,98-99.9%,95.82%,90-97.9%
A90100040262027,Champaign CUSD 4,Vernon L Barkstall Elementary Sch,466,99.79%,98-99.9%,98.07%,98-99.9%
A90100040262028,Champaign CUSD 4,International Prep Academy,303,98.02%,98-99.9%,99.01%,98-99.9%
A90100040263016,Champaign CUSD 4,Champaign Early Chldhd Cntr,270,97.04%,90-97.9%,97.41%,90-97.9%
A09010004X100000,Champaign/Ford ROE,St Thomas School,151,100.00%,100%,96.69%,90-97.9%
A09010006X100000,Champaign/Ford ROE,St Matthews School,411,98.78%,98-99.9%,97.81%,90-97.9%
A90100070260007,Tolono CUSD 7,Unity High School,555,100.00%,100%,100.00%,100%
A90100070261005,Tolono CUSD 7,Unity Jr High School,380,100.00%,100%,99.74%,98-99.9%
A90100070262006,Tolono CUSD 7,Unity West,422,100.00%,100%,98.34%,98-99.9%
A90100070262007,Tolono CUSD 7,Unity East,253,100.00%,100%,98.42%,98-99.9%
A09010007X010000,Champaign/Ford ROE,Campus Middle Sch for Girls,44,100.00%,100%,100.00%,100%
A90100080260001,Heritage CUSD 8,Heritage High School,165,100.00%,100%,100.00%,100%
A90100080262001,Heritage CUSD 8,Heritage JH and Elem Sch,280,100.00%,100%,100.00%,100%
A09010011Z020000,Champaign/Ford ROE,Calvary Baptist Christian Academy,43,100.00%,100%,90.70%,90-97.9%
A09010013Z260000,Champaign/Ford ROE,Judah Christian School,495,97.98%,90-97.9%,96.77%,90-97.9%
A09010014X060000,Champaign/Ford ROE,St John Lutheran School,74,100.00%,100%,89.19%,<90%
A09010024X010000,Champaign/Ford ROE,University Primary School,76,100.00%,100%,96.05%,90-97.9%
A09010028X160000,Champaign/Ford ROE,Montessori Sch Champaign-Urbana,129,81.40%,<90%,80.62%,<90%
A09010029X010000,Champaign/Ford ROE,Countryside School,143,100.00%,100%,100.00%,100%
A09010034X260000,Champaign/Ford ROE,Canaan Academy,43,100.00%,100%,97.67%,90-97.9%
A09010038X010000,Champaign/Ford ROE,Next Generation,265,100.00%,100%,96.98%,90-97.9%
A09010043P003101,Champaign County of,Champaign Head Start,38,68.42%,<90%,97.37%,90-97.9%
A09010043P003102,Champaign County of,Urbana Head Start,74,82.43%,<90%,94.59%,90-97.9%
A09010043P003103,Champaign County of,Rantoul Head Start,79,77.22%,<90%,96.20%,90-97.9%
A09010043P003104,Champaign County of,Savoy Head Start,106,78.30%,<90%,98.11%,98-99.9%
A09010043Y100000,Champaign/Ford ROE,The High Sch of St Thomas More,267,100.00%,100%,100.00%,100%
A90101160220001,Urbana SD 116,Urbana High School,1227,98.86%,98-99.9%,98.53%,98-99.9%
A90101160221002,Urbana SD 116,Urbana Middle School,951,99.58%,98-99.9%,98.11%,98-99.9%
A90101160222004,Urbana SD 116,M L King Jr Elem School,307,99.02%,98-99.9%,98.70%,98-99.9%
A90101160222005,Urbana SD 116,Leal Elem School,408,99.75%,98-99.9%,98.53%,98-99.9%
A90101160222007,Urbana SD 116,Dr Preston L Williams Jr Elem Sch,447,98.43%,98-99.9%,98.43%,98-99.9%
A90101160222008,Urbana SD 116,Thomas Paine Elem School,329,99.39%,98-99.9%,98.18%,98-99.9%
A90101160222012,Urbana SD 116,Yankee Ridge Elem School,346,99.42%,98-99.9%,99.42%,98-99.9%
A90101160222013,Urbana SD 116,Wiley Elementary School,291,98.97%,98-99.9%,99.31%,98-99.9%
A90101160223002,Urbana SD 116,Urbana Early Childhood Ctr,322,98.14%,98-99.9%,99.38%,98-99.9%
A90101300042001,Thomasboro CCSD 130,Thomasboro Grade School,144,99.31%,98-99.9%,96.53%,90-97.9%
A90101370021003,Rantoul City SD 137,J W Eater Jr High School,470,98.51%,98-99.9%,100.00%,100%
A90101370022001,Rantoul City SD 137,Broadmeadow Elem School,291,93.47%,90-97.9%,92.78%,90-97.9%
A90101370022002,Rantoul City SD 137,Eastlawn Elem School,276,97.83%,90-97.9%,99.28%,98-99.9%
A90101370022006,Rantoul City SD 137,Northview Elem School,355,98.59%,98-99.9%,99.44%,98-99.9%
A90101370022007,Rantoul City SD 137,Pleasant Acres Elem School,261,98.85%,98-99.9%,98.47%,98-99.9%
A90101420042001,Ludlow CCSD 142,Ludlow Elementary School,12,100.00%,100%,100.00%,100%
A90101690041001,St Joseph CCSD 169,St Joseph Middle School,368,99.46%,98-99.9%,98.64%,98-99.9%
A90101690042001,St Joseph CCSD 169,St Joseph Elem School,432,99.77%,98-99.9%,97.69%,90-97.9%
A90101880042001,Gifford CCSD 188,Gifford Grade School,199,89.95%,<90%,93.97%,90-97.9%
A90101930170001,Rantoul Township HSD 193,Rantoul Twp High School,742,99.19%,98-99.9%,99.46%,98-99.9%
A90101970041001,Prairieview-Ogden CCSD 197,Prairieview-Ogden Jr High Sch,49,100.00%,100%,100.00%,100%
A90101970042001,Prairieview-Ogden CCSD 197,Prairieview-Ogden North Elem,79,100.00%,100%,100.00%,100%
A90101970042002,Prairieview-Ogden CCSD 197,Prairieview-Ogden South Elem,127,99.21%,98-99.9%,100.00%,100%
A90103050160001,St Joseph Ogden CHSD 305,St Joseph-Ogden High School,462,99.57%,98-99.9%,99.78%,98-99.9%
A90270050260001,Gibson City-Melvin-Sibley CUSD 5,GCMS High School,312,100.00%,100%,100.00%,100%
A90270050261003,Gibson City-Melvin-Sibley CUSD 5,GCMS Middle School,226,100.00%,100%,100.00%,100%
