school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A470980130023001,Rock Falls ESD 13,Riverdale PreSchool Center,143,99.30%,98-99.9%,96.50%,90-97.9%
A470980200022001,East Coloma - Nelson CESD 20,East Coloma - Nelson Elem Sch,274,100.00%,100%,100.00%,100%
A470981450042001,Montmorency CCSD 145,Montmorency CCSD #145,248,100.00%,100%,97.18%,90-97.9%
A470983010170001,Rock Falls Twp HSD 301,Rock Falls Township High School,623,100.00%,100%,99.68%,98-99.9%
A48072003X100000,Peoria ROE,Holy Family Parish School,174,100.00%,100%,96.55%,90-97.9%
A48072004Z260000,Peoria ROE,Peoria Christian School,631,99.84%,98-99.9%,95.72%,90-97.9%
A48072008X140000,Peoria ROE,South Side Christian Academy,28,100.00%,100%,89.29%,<90%
A48072009Y100000,Peoria ROE,Chesterton Academy Sacred Heart,13,76.92%,<90%,92.31%,90-97.9%
A48072010X100000,Peoria ROE,St Edward School,103,100.00%,100%,100.00%,100%
A48072012X100000,Peoria ROE,St Mark,184,100.00%,100%,98.37%,98-99.9%
A48072013X100000,Peoria ROE,St Marys Parish Sch of Kickapoo,88,98.86%,98-99.9%,100.00%,100%
A48072017X100000,Peoria ROE,St Philomena School,445,100.00%,100%,97.08%,90-97.9%
A48072018X100000,Peoria ROE,St Thomas the Apostle,374,100.00%,100%,99.47%,98-99.9%
A48072019X100000,Peoria ROE,St Vincent De Paul,341,100.00%,100%,98.53%,98-99.9%
A48072020Y100000,Peoria ROE,Peoria Notre Dame High School,776,100.00%,100%,99.23%,98-99.9%
A48072021X060000,Peoria ROE,Concordia Lutheran School,166,100.00%,100%,96.39%,90-97.9%
A48072034X160000,Peoria ROE,Montessori School of Peoria,50,100.00%,100%,100.00%,100%
A480720620022001,Pleasant Valley SD 62,Pleasant Valley Elem School,237,97.47%,90-97.9%,97.89%,90-97.9%
A480720620022003,Pleasant Valley SD 62,Pleasant Valley Middle School,279,94.62%,90-97.9%,98.57%,98-99.9%
A480720630021001,Norwood ESD 63,Norwood Elem School,172,97.67%,90-97.9%,97.67%,90-97.9%
A480720630022002,Norwood ESD 63,Norwood Primary School,240,99.17%,98-99.9%,99.17%,98-99.9%
A480720660022001,Bartonville SD 66,Bartonville Elem School,273,99.27%,98-99.9%,100.00%,100%
A480720680022002,Oak Grove SD 68,Oak Grove School,283,100.00%,100%,99.65%,98-99.9%
A480720690022001,Pleasant Hill SD 69,Pleasant Hill Elem School,217,100.00%,100%,100.00%,100%
A480720700022001,Monroe SD 70,Monroe Elem School,291,98.97%,98-99.9%,97.94%,90-97.9%
A48072078X050000,Peoria ROE,Peoria Hebrew Day School,14,100.00%,100%,100.00%,100%
A48072095Z020000,Peoria ROE,Calvary Baptist Academy,48,87.50%,<90%,68.75%,<90%
A48072098Z250000,Peoria ROE,New Life Christian Academy,24,100.00%,100%,91.67%,90-97.9%
A48072110X010000,Peoria ROE,Peoria Academy,173,99.42%,98-99.9%,99.42%,98-99.9%
A48072113X140000,Peoria ROE,Daarul Uloom Islamic School,176,99.43%,98-99.9%,100.00%,100%
A48072114X100000,Peoria ROE,St Jude Catholic School,269,100.00%,100%,95.17%,90-97.9%
A48072115X010000,Peoria ROE,Methodist Family CCC & Kindergrtn,12,100.00%,100%,100.00%,100%
A480721500250023,Peoria SD 150,Manual Academy,749,94.79%,90-97.9%,98.13%,98-99.9%
A480721500250024,Peoria SD 150,Peoria High School,1069,88.96%,<90%,98.41%,98-99.9%
A480721500250025,Peoria SD 150,Richwoods High School,1200,94.58%,90-97.9%,98.58%,98-99.9%
A48072150025027C,Peoria SD 150,Quest Charter School Academy,607,97.03%,90-97.9%,99.84%,98-99.9%
A480721500251001,Peoria SD 150,Rolling Acres Middle School,308,91.23%,90-97.9%,97.08%,90-97.9%
A480721500251002,Peoria SD 150,Sterling Middle School,409,93.64%,90-97.9%,99.51%,98-99.9%
A480721500251003,Peoria SD 150,Von Steuben Middle School,270,93.70%,90-97.9%,98.52%,98-99.9%
A480721500251006,Peoria SD 150,Calvin Coolidge Middle School,325,91.69%,90-97.9%,98.15%,98-99.9%
A480721500251009,Peoria SD 150,Charles A Lindbergh Middle School,239,94.14%,90-97.9%,98.74%,98-99.9%
A480721500251013,Peoria SD 150,Mark W Bills Middle School,210,98.10%,98-99.9%,99.52%,98-99.9%
A480721500251015,Peoria SD 150,Washington Gifted School,301,100.00%,100%,99.34%,98-99.9%
A480721500252010,Peoria SD 150,Whittier Primary School,259,98.84%,98-99.9%,99.23%,98-99.9%
A480721500252011,Peoria SD 150,Woodrow Wilson Primary School,408,99.51%,98-99.9%,98.77%,98-99.9%
A480721500252028,Peoria SD 150,Roosevelt Magnet School,523,99.04%,98-99.9%,98.28%,98-99.9%
A480721500252032,Peoria SD 150,Franklin Primary School,411,100.00%,100%,98.78%,98-99.9%
A480721500252034,Peoria SD 150,Glen Oak Comm Learning Cntr,794,86.02%,<90%,98.49%,98-99.9%
A480721500252036,Peoria SD 150,Harrison Comm Learning Cntr,490,85.71%,<90%,96.12%,90-97.9%
A480721500252037,Peoria SD 150,Hines Primary School,427,97.42%,90-97.9%,98.59%,98-99.9%
A480721500252038,Peoria SD 150,Lincoln School,632,96.20%,90-97.9%,98.73%,98-99.9%
A480721500252039,Peoria SD 150,Thomas Jefferson Primary School,423,97.16%,90-97.9%,85.11%,<90%
A480721500252040,Peoria SD 150,Kellar Primary School,379,100.00%,100%,98.94%,98-99.9%
A480721500252047,Peoria SD 150,Northmoor Primary School,343,75.80%,<90%,97.67%,90-97.9%
A480721500252051,Peoria SD 150,Charter Oak Primary School,358,100.00%,100%,98.04%,98-99.9%
A480721500252052,Peoria SD 150,Trewyn K-8 School,243,97.12%,90-97.9%,97.12%,90-97.9%
A480721500253001,Peoria SD 150,Robert A Jamieson School,83,100.00%,100%,97.59%,90-97.9%
A480721500253034,Peoria SD 150,Valeska Hinton Early Ch Ed Ctr,378,97.62%,90-97.9%,98.68%,98-99.9%
A480721500253035,Peoria SD 150,Day Treatment,36,91.67%,90-97.9%,100.00%,100%
A480721500253040,Peoria SD 150,Knoxville Cntr Student Success,103,93.20%,90-97.9%,99.03%,98-99.9%
A480722650260001,Farmington Central CUSD 265,Farmington Central High Sch,455,99.56%,98-99.9%,99.78%,98-99.9%
A480722650261001,Farmington Central CUSD 265,Farmington Central Jr High Sch,296,98.65%,98-99.9%,100.00%,100%
A480722650262002,Farmington Central CUSD 265,Farmington Central Elem Sch,637,99.37%,98-99.9%,98.43%,98-99.9%
A480723090260003,Brimfield CUSD 309,Brimfield High School,240,99.58%,98-99.9%,96.67%,90-97.9%
A480723090262002,Brimfield CUSD 309,Brimfield Grade School,451,100.00%,100%,96.45%,90-97.9%
A480723100160001,Limestone CHSD 310,Limestone Community High School,995,99.30%,98-99.9%,99.40%,98-99.9%
A480723160042001,Limestone Walters CCSD 316,Limestone Walters Elem School,195,99.49%,98-99.9%,100.00%,100%
A480723210260007,Il Valley Central USD 321,Il Valley Central High School,649,98.46%,98-99.9%,98.92%,98-99.9%
A480723210261001,Il Valley Central USD 321,Mossville Jr High,200,99.50%,98-99.9%,96.50%,90-97.9%
A480723210261002,Il Valley Central USD 321,Chillicothe Jr High,251,100.00%,100%,98.41%,98-99.9%
A480723210262004,Il Valley Central USD 321,South Elementary School,430,100.00%,100%,98.60%,98-99.9%
A480723210262005,Il Valley Central USD 321,Mossville Elementary School,407,100.00%,100%,97.54%,90-97.9%
A480723210262008,Il Valley Central USD 321,Chillicothe Elementary Center,190,100.00%,100%,100.00%,100%
A480723220260004,Elmwood CUSD 322,Elmwood High School,249,100.00%,100%,96.39%,90-97.9%
A480723220261001,Elmwood CUSD 322,Elmwood Junior High School,96,100.00%,100%,98.96%,98-99.9%
A480723220262002,Elmwood CUSD 322,Elmwood Elem School,373,99.73%,98-99.9%,97.32%,90-97.9%
A480723230260004,Dunlap CUSD 323,Dunlap High School,1311,99.85%,98-99.9%,99.01%,98-99.9%
A480723230261001,Dunlap CUSD 323,Dunlap Middle School,658,100.00%,100%,99.70%,98-99.9%
A480723230261002,Dunlap CUSD 323,Dunlap Valley Middle School,395,100.00%,100%,98.99%,98-99.9%
A480723230262002,Dunlap CUSD 323,Dunlap Grade School,241,100.00%,100%,94.61%,90-97.9%
A480723230262003,Dunlap CUSD 323,Wilder-Waite Grade School,362,100.00%,100%,98.34%,98-99.9%
A480723230262004,Dunlap CUSD 323,Banner Elementary School,349,100.00%,100%,98.57%,98-99.9%
A480723230262005,Dunlap CUSD 323,Ridgeview Elementary School,420,100.00%,100%,99.52%,98-99.9%
A480723230262006,Dunlap CUSD 323,Hickory Grove Elementary School,739,100.00%,100%,98.51%,98-99.9%
A480723250262005,Peoria Heights CUSD 325,Peoria Heights Grade School,556,97.84%,90-97.9%,99.10%,98-99.9%
A480723260260005,Princeville CUSD 326,Princeville High School,405,100.00%,100%,99.75%,98-99.9%
A480723260262004,Princeville CUSD 326,Princeville Elem School,339,100.00%,100%,99.12%,98-99.9%
A480723270260008,Illini Bluffs CUSD 327,Illini Bluffs High School,255,99.22%,98-99.9%,99.61%,98-99.9%
A480723270262004,Illini Bluffs CUSD 327,Illini Bluffs Elementary School,443,99.77%,98-99.9%,97.52%,90-97.9%
